route,count,module,verification_status,scope_bucket,scope_tag,failure_code,patcher
figure,20,,,,,,
mixed,8,,,,,,
table,18,,,,,,
text,7,,,,,,
unresolved,487,,,,,,
,21,figure,,,,,
,78,table,,,,,
,12,text,,,,,
,29,,rejected,,,,
,71,,unresolved,,,,
,2,,verified,,,,
,4,,,out_of_scope,,,
,68,,,recoverable_unresolved,,,
,2,,,strict_in_scope,,,
,28,,,useful_but_out_of_scope,,,
,4,,,,non_target_api,,
,68,,,,recoverable_unresolved,,
,28,,,,useful_but_out_of_scope,,
,13,,,,,ambiguous_api_concentration,
,3,,,,,ambiguous_mapping,
,3,,,,,figure_digitization_failed,
,87,,,,,insufficient_evidence,
,8,,,,,missing_api_concentration,
,16,,,,,missing_area,
,7,,,,,missing_endpoint,
,4,,,,,missing_endpoint_time,
,4,,,,,not_target_api,
,8,,,,,not_target_api_concentration,
,23,,,,,not_target_device,
,7,,,,,not_target_study_type,
,3,,,,,percent_only,
,4,,,,,unit_normalization_failed,
,7,,,,,,patch_area
,27,,,,,,patch_endpoint_time
,46,,,,,,patch_endpoint_value
