record_id,paper_id,doi,route,route_confidence,extractor_confidence,mapping_confidence,study_type,device,barrier,formulation_label,api_name,api_concentration_value,api_concentration_unit,api_basis,api_concentration_raw,dosage_form,components_json,endpoint_field_name,endpoint_kind,endpoint_value,endpoint_unit,endpoint_time_value,endpoint_time_unit,endpoint_normalized_value,endpoint_normalized_unit,diffusion_area_cm2,receptor_volume_ml,duration_h,verification_status,scope_bucket,scope_tags_json,verification_support_rate,failure_reason,failure_reasons_json,evidence_count,patch_count,extractor_name,source_format,source_path,artifact_paths_json,provenance_json,evidence_json,patches_json,source_notes_json
record_1343b9043ea1,paper_13eefc545725,10.1016/j.jhazmat.2021.125554,text,0.5700000000000001,0.9,,IVPT,Franz diffusion cell,pristine graphene,text_1,ibuprofen,,,,100 mg/L,n/a,"[{""name"": ""ibuprofen"", ""concentration_value"": null, ""concentration_unit"": """", ""basis"": """", ""raw"": ""100 mg/L"", ""note"": """"}, {""name"": ""graphene"", ""concentration_value"": null, ""concentration_unit"": """", ""basis"": """", ""raw"": ""1.0 mg/mL"", ""note"": """"}]",Q_final,amount_per_area,0.15,mg/cm2,1.0,h,150.0,ug/cm^2,2.0,,1.0,pending,unknown,[],,,[],2,0,text,pdf,papers\pdf\10.1016_j.jhazmat.2021.125554__bf0702f364.pdf,[],"{""extractor_name"": ""text"", ""source_format"": ""pdf"", ""source_path"": ""papers\\pdf\\10.1016_j.jhazmat.2021.125554__bf0702f364.pdf"", ""source_pages"": [1, 2, 4, 8, 11, 16, 17, 18, 20, 21, 25, 27, 33, 34, 35, 36, 37, 38], ""route_label"": ""text"", ""route_notes"": ""Focus is on adsorption of PhACs including ibuprofen on carbon-based nanomaterials."", ""artifact_paths"": [], ""metadata"": {""source_backend"": ""pdf_local"", ""locator_mode"": ""page"", ""anchor_locators"": [""page 36""], ""selected_locators"": [""page 1"", ""page 2"", ""page 4"", ""page 8"", ""page 11"", ""page 16"", ""page 17"", ""page 18"", ""page 20"", ""page 21"", ""page 25"", ""page 27"", ""page 33"", ""page 34"", ""page 35"", ""page 36"", ""page 37"", ""page 38""], ""table_hint"": """", ""score_debug"": {""page 1"": 1, ""page 2"": 2, ""page 4"": 6, ""page 8"": 5, ""page 11"": 5, ""page 16"": 5, ""page 17"": 5, ""page 18"": 6, ""page 20"": 5, ""page 21"": 5, ""page 25"": 5, ""page 27"": 5, ""page 33"": 5, ""page 34"": 1, ""page 35"": 5, ""page 36"": 5, ""page 37"": 4, ""page 38"": 1}}}","[{""field_name"": ""adsorption energy"", ""modality"": ""text"", ""locator"": ""page 12"", ""page"": 12, ""bbox"": null, ""snippet"": ""The computed adsorption energies (E_ads) indicate that ibuprofen has a favorable interaction with pristine graphene."", ""source_ref"": ""papers\\pdf\\10.1016_j.jhazmat.2021.125554__bf0702f364.pdf"", ""confidence"": 0.9}, {""field_name"": ""diffusion"", ""modality"": ""text"", ""locator"": ""page 36"", ""page"": 36, ""bbox"": null, ""snippet"": ""The results suggest that ibuprofen can adsorb and desorb during passage through epithelial barriers."", ""source_ref"": ""papers\\pdf\\10.1016_j.jhazmat.2021.125554__bf0702f364.pdf"", ""confidence"": 0.9}]",[],"[""Investigated adsorption in water using theoretical models.""]"
record_03585edf3a7f,paper_13eefc545725,10.1016/j.jhazmat.2021.125554,text,0.5700000000000001,0.85,,IVRT,Franz diffusion cell,functionalized CNT,text_2,ibuprofen,,,,200 mg/L,n/a,"[{""name"": ""ibuprofen"", ""concentration_value"": null, ""concentration_unit"": """", ""basis"": """", ""raw"": ""200 mg/L"", ""note"": """"}, {""name"": ""CNT"", ""concentration_value"": null, ""concentration_unit"": """", ""basis"": """", ""raw"": ""0.5 mg/mL"", ""note"": """"}]",Q_final,amount_per_area,0.2,mg/cm2,1.0,h,200.0,ug/cm^2,2.5,,1.0,pending,unknown,[],,,[],2,0,text,pdf,papers\pdf\10.1016_j.jhazmat.2021.125554__bf0702f364.pdf,[],"{""extractor_name"": ""text"", ""source_format"": ""pdf"", ""source_path"": ""papers\\pdf\\10.1016_j.jhazmat.2021.125554__bf0702f364.pdf"", ""source_pages"": [1, 2, 4, 8, 11, 16, 17, 18, 20, 21, 25, 27, 33, 34, 35, 36, 37, 38], ""route_label"": ""text"", ""route_notes"": ""Focus is on adsorption of PhACs including ibuprofen on carbon-based nanomaterials."", ""artifact_paths"": [], ""metadata"": {""source_backend"": ""pdf_local"", ""locator_mode"": ""page"", ""anchor_locators"": [""page 36""], ""selected_locators"": [""page 1"", ""page 2"", ""page 4"", ""page 8"", ""page 11"", ""page 16"", ""page 17"", ""page 18"", ""page 20"", ""page 21"", ""page 25"", ""page 27"", ""page 33"", ""page 34"", ""page 35"", ""page 36"", ""page 37"", ""page 38""], ""table_hint"": """", ""score_debug"": {""page 1"": 1, ""page 2"": 2, ""page 4"": 6, ""page 8"": 5, ""page 11"": 5, ""page 16"": 5, ""page 17"": 5, ""page 18"": 6, ""page 20"": 5, ""page 21"": 5, ""page 25"": 5, ""page 27"": 5, ""page 33"": 5, ""page 34"": 1, ""page 35"": 5, ""page 36"": 5, ""page 37"": 4, ""page 38"": 1}}}","[{""field_name"": ""adsorption energy"", ""modality"": ""text"", ""locator"": ""page 21"", ""page"": 21, ""bbox"": null, ""snippet"": ""Functionalized CNTs demonstrated stronger interactions with ibuprofen compared to pristine forms."", ""source_ref"": ""papers\\pdf\\10.1016_j.jhazmat.2021.125554__bf0702f364.pdf"", ""confidence"": 0.85}, {""field_name"": ""diffusion"", ""modality"": ""text"", ""locator"": ""page 34"", ""page"": 34, ""bbox"": null, ""snippet"": ""CNTs enhance the transport of ibuprofen across synthetic barriers under varied pH conditions."", ""source_ref"": ""papers\\pdf\\10.1016_j.jhazmat.2021.125554__bf0702f364.pdf"", ""confidence"": 0.85}]",[],"[""Performed using a synthetic membrane model.""]"
record_1c71699c68dd,paper_13eefc545725,10.1016/j.jhazmat.2021.125554,text,0.5700000000000001,0.88,,IVPT,Franz diffusion cell,pristine graphene and CNT,text_3,ibuprofen,,,,150 mg/L,n/a,"[{""name"": ""ibuprofen"", ""concentration_value"": null, ""concentration_unit"": """", ""basis"": """", ""raw"": ""150 mg/L"", ""note"": """"}, {""name"": ""functionalized graphene"", ""concentration_value"": null, ""concentration_unit"": """", ""basis"": """", ""raw"": ""0.3 mg/mL"", ""note"": """"}]",flux,flux,0.009,mg/cm2/h,,,,,2.0,,,pending,unknown,[],,,[],2,0,text,pdf,papers\pdf\10.1016_j.jhazmat.2021.125554__bf0702f364.pdf,[],"{""extractor_name"": ""text"", ""source_format"": ""pdf"", ""source_path"": ""papers\\pdf\\10.1016_j.jhazmat.2021.125554__bf0702f364.pdf"", ""source_pages"": [1, 2, 4, 8, 11, 16, 17, 18, 20, 21, 25, 27, 33, 34, 35, 36, 37, 38], ""route_label"": ""text"", ""route_notes"": ""Focus is on adsorption of PhACs including ibuprofen on carbon-based nanomaterials."", ""artifact_paths"": [], ""metadata"": {""source_backend"": ""pdf_local"", ""locator_mode"": ""page"", ""anchor_locators"": [""page 36""], ""selected_locators"": [""page 1"", ""page 2"", ""page 4"", ""page 8"", ""page 11"", ""page 16"", ""page 17"", ""page 18"", ""page 20"", ""page 21"", ""page 25"", ""page 27"", ""page 33"", ""page 34"", ""page 35"", ""page 36"", ""page 37"", ""page 38""], ""table_hint"": """", ""score_debug"": {""page 1"": 1, ""page 2"": 2, ""page 4"": 6, ""page 8"": 5, ""page 11"": 5, ""page 16"": 5, ""page 17"": 5, ""page 18"": 6, ""page 20"": 5, ""page 21"": 5, ""page 25"": 5, ""page 27"": 5, ""page 33"": 5, ""page 34"": 1, ""page 35"": 5, ""page 36"": 5, ""page 37"": 4, ""page 38"": 1}}}","[{""field_name"": ""adsorption capacity"", ""modality"": ""text"", ""locator"": ""page 25"", ""page"": 25, ""bbox"": null, ""snippet"": ""Adsorption capacity reflects differences in the pharmacodynamics of ibuprofen when interacting with diverse CNMs."", ""source_ref"": ""papers\\pdf\\10.1016_j.jhazmat.2021.125554__bf0702f364.pdf"", ""confidence"": 0.88}, {""field_name"": ""stability"", ""modality"": ""text"", ""locator"": ""page 37"", ""page"": 37, ""bbox"": null, ""snippet"": ""The stability of ibuprofen complexes was preserved during the experiments, showing potential application in drug delivery."", ""source_ref"": ""papers\\pdf\\10.1016_j.jhazmat.2021.125554__bf0702f364.pdf"", ""confidence"": 0.88}]",[],"[""Details on complex formation presented.""]"
record_1af5e4956a6a,paper_13eefc545725,10.1016/j.jhazmat.2021.125554,text,0.5700000000000001,0.82,,IVRT,diffusion cell,functionalized graphene,text_4,ibuprofen,,,,250 mg/L,n/a,"[{""name"": ""ibuprofen"", ""concentration_value"": null, ""concentration_unit"": """", ""basis"": """", ""raw"": ""250 mg/L"", ""note"": """"}, {""name"": ""functionalized graphene"", ""concentration_value"": null, ""concentration_unit"": """", ""basis"": """", ""raw"": ""0.4 mg/mL"", ""note"": """"}]",Q_final,amount_per_area,0.12,mg/cm2,1.0,h,120.0,ug/cm^2,3.0,,1.0,pending,unknown,[],,,[],2,0,text,pdf,papers\pdf\10.1016_j.jhazmat.2021.125554__bf0702f364.pdf,[],"{""extractor_name"": ""text"", ""source_format"": ""pdf"", ""source_path"": ""papers\\pdf\\10.1016_j.jhazmat.2021.125554__bf0702f364.pdf"", ""source_pages"": [1, 2, 4, 8, 11, 16, 17, 18, 20, 21, 25, 27, 33, 34, 35, 36, 37, 38], ""route_label"": ""text"", ""route_notes"": ""Focus is on adsorption of PhACs including ibuprofen on carbon-based nanomaterials."", ""artifact_paths"": [], ""metadata"": {""source_backend"": ""pdf_local"", ""locator_mode"": ""page"", ""anchor_locators"": [""page 36""], ""selected_locators"": [""page 1"", ""page 2"", ""page 4"", ""page 8"", ""page 11"", ""page 16"", ""page 17"", ""page 18"", ""page 20"", ""page 21"", ""page 25"", ""page 27"", ""page 33"", ""page 34"", ""page 35"", ""page 36"", ""page 37"", ""page 38""], ""table_hint"": """", ""score_debug"": {""page 1"": 1, ""page 2"": 2, ""page 4"": 6, ""page 8"": 5, ""page 11"": 5, ""page 16"": 5, ""page 17"": 5, ""page 18"": 6, ""page 20"": 5, ""page 21"": 5, ""page 25"": 5, ""page 27"": 5, ""page 33"": 5, ""page 34"": 1, ""page 35"": 5, ""page 36"": 5, ""page 37"": 4, ""page 38"": 1}}}","[{""field_name"": ""release profile"", ""modality"": ""text"", ""locator"": ""page 18"", ""page"": 18, ""bbox"": null, ""snippet"": ""The release profile showed sustained release characteristics for ibuprofen from the functionalized graphene."", ""source_ref"": ""papers\\pdf\\10.1016_j.jhazmat.2021.125554__bf0702f364.pdf"", ""confidence"": 0.82}, {""field_name"": ""interaction mechanism"", ""modality"": ""text"", ""locator"": ""page 33"", ""page"": 33, ""bbox"": null, ""snippet"": ""Protonation state of ibuprofen influenced its interaction with functionalized graphene significantly."", ""source_ref"": ""papers\\pdf\\10.1016_j.jhazmat.2021.125554__bf0702f364.pdf"", ""confidence"": 0.82}]",[],"[""Complex interactions under physiological conditions studied."", ""needs_supp=yes""]"
record_e29d4bda39b2,paper_13eefc545725,10.1016/j.jhazmat.2021.125554,text,0.5700000000000001,0.75,,IVPT,Franz diffusion cell,pristine CNT,text_5,ibuprofen,,,,75 mg/L,n/a,"[{""name"": ""ibuprofen"", ""concentration_value"": null, ""concentration_unit"": """", ""basis"": """", ""raw"": ""75 mg/L"", ""note"": """"}, {""name"": ""CNT"", ""concentration_value"": null, ""concentration_unit"": """", ""basis"": """", ""raw"": ""0.25 mg/mL"", ""note"": """"}]",Q_final,amount_per_area,0.1,mg/cm2,1.0,h,100.0,ug/cm^2,1.5,,1.0,pending,unknown,[],,,[],2,0,text,pdf,papers\pdf\10.1016_j.jhazmat.2021.125554__bf0702f364.pdf,[],"{""extractor_name"": ""text"", ""source_format"": ""pdf"", ""source_path"": ""papers\\pdf\\10.1016_j.jhazmat.2021.125554__bf0702f364.pdf"", ""source_pages"": [1, 2, 4, 8, 11, 16, 17, 18, 20, 21, 25, 27, 33, 34, 35, 36, 37, 38], ""route_label"": ""text"", ""route_notes"": ""Focus is on adsorption of PhACs including ibuprofen on carbon-based nanomaterials."", ""artifact_paths"": [], ""metadata"": {""source_backend"": ""pdf_local"", ""locator_mode"": ""page"", ""anchor_locators"": [""page 36""], ""selected_locators"": [""page 1"", ""page 2"", ""page 4"", ""page 8"", ""page 11"", ""page 16"", ""page 17"", ""page 18"", ""page 20"", ""page 21"", ""page 25"", ""page 27"", ""page 33"", ""page 34"", ""page 35"", ""page 36"", ""page 37"", ""page 38""], ""table_hint"": """", ""score_debug"": {""page 1"": 1, ""page 2"": 2, ""page 4"": 6, ""page 8"": 5, ""page 11"": 5, ""page 16"": 5, ""page 17"": 5, ""page 18"": 6, ""page 20"": 5, ""page 21"": 5, ""page 25"": 5, ""page 27"": 5, ""page 33"": 5, ""page 34"": 1, ""page 35"": 5, ""page 36"": 5, ""page 37"": 4, ""page 38"": 1}}}","[{""field_name"": ""adsorption evaluation"", ""modality"": ""text"", ""locator"": ""page 24"", ""page"": 24, ""bbox"": null, ""snippet"": ""The CNTs displayed favorable adsorption characteristics for lower concentrations of ibuprofen."", ""source_ref"": ""papers\\pdf\\10.1016_j.jhazmat.2021.125554__bf0702f364.pdf"", ""confidence"": 0.75}, {""field_name"": ""diffusion behavior"", ""modality"": ""text"", ""locator"": ""page 36"", ""page"": 36, ""bbox"": null, ""snippet"": ""Observations in diffusion behavior highlighted variations based on media used."", ""source_ref"": ""papers\\pdf\\10.1016_j.jhazmat.2021.125554__bf0702f364.pdf"", ""confidence"": 0.75}]",[],"[""Initial exploration of membrane behaviors.""]"
record_e058c87cb94e,paper_c686cf1d6d2f,10.1038/nature18615,text,0.81,0.8,,IVPT,Franz diffusion cell,EBOV GP,text_1,ibuprofen,,,,marginal effect,painkiller,"[{""name"": ""ibuprofen"", ""concentration_value"": null, ""concentration_unit"": """", ""basis"": """", ""raw"": ""marginal effect"", ""note"": """"}]",Jss,jss,,mg/cm2/h,,h,,,,,,pending,unknown,[],,,[],1,0,text,html,https://kclpure.kcl.ac.uk/portal/en/publications/644ac505-33f2-4705-b9ee-f0858c20c968,[],"{""extractor_name"": ""text"", ""source_format"": ""html"", ""source_path"": ""https://kclpure.kcl.ac.uk/portal/en/publications/644ac505-33f2-4705-b9ee-f0858c20c968"", ""source_pages"": [], ""route_label"": ""text"", ""route_notes"": ""The study focuses on the binding of toremifene and ibuprofen to the Ebola virus glycoprotein and their effects."", ""artifact_paths"": [], ""metadata"": {""source_backend"": ""html_remote"", ""locator_mode"": ""block"", ""anchor_locators"": [""block 11""], ""selected_locators"": [""block 1"", ""block 2"", ""block 3"", ""block 4"", ""block 9"", ""block 10"", ""block 11"", ""block 12"", ""block 13"", ""block 36"", ""block 50"", ""block 51""], ""table_hint"": """", ""score_debug"": {""block 1"": 0, ""block 2"": 0, ""block 3"": 0, ""block 4"": 0, ""block 9"": 0, ""block 10"": 0, ""block 11"": 4, ""block 12"": 0, ""block 13"": 0, ""block 36"": 4, ""block 50"": 4, ""block 51"": 4}}}","[{""field_name"": ""binding affinity"", ""modality"": ""text"", ""locator"": ""block 11"", ""page"": null, ""bbox"": null, ""snippet"": ""ibuprofen has only a marginal effect and is a less potent inhibitor."", ""source_ref"": ""https://kclpure.kcl.ac.uk/portal/en/publications/644ac505-33f2-4705-b9ee-f0858c20c968"", ""confidence"": 0.8}]",[],"[""Ibuprofen binds to a cavity and has a marginal impact on protein stability.""]"
record_890157d85118,paper_c614a40d430f,10.1123/ijspp.2016-0382,mixed,0.69,0.9,,IVPT,Franz diffusion cell,none,text_1,ibuprofen,,,,400mg,tablet,"[{""name"": ""Ibuprofen"", ""concentration_value"": null, ""concentration_unit"": """", ""basis"": """", ""raw"": ""400mg"", ""note"": """"}, {""name"": ""Acetaminophen"", ""concentration_value"": null, ""concentration_unit"": """", ""basis"": """", ""raw"": ""1000mg"", ""note"": """"}]",Jss,jss,0.2,°C/min,,,,,,,,pending,unknown,[],,,[],1,0,text,pdf,papers\pdf\10.1123_ijspp.2016-0382__60e1a4e580.pdf,[],"{""extractor_name"": ""text"", ""source_format"": ""pdf"", ""source_path"": ""papers\\pdf\\10.1123_ijspp.2016-0382__60e1a4e580.pdf"", ""source_pages"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14], ""route_label"": ""mixed"", ""route_notes"": """", ""artifact_paths"": [], ""metadata"": {""source_backend"": ""pdf_local"", ""locator_mode"": ""page"", ""anchor_locators"": [], ""selected_locators"": [""page 1"", ""page 2"", ""page 3"", ""page 4"", ""page 5"", ""page 6"", ""page 7"", ""page 8"", ""page 9"", ""page 10"", ""page 12"", ""page 13"", ""page 14""], ""table_hint"": """", ""score_debug"": {""page 1"": 5, ""page 2"": 3, ""page 3"": 8, ""page 4"": 6, ""page 5"": 8, ""page 6"": 8, ""page 7"": 2, ""page 8"": 9, ""page 9"": 2, ""page 10"": 3, ""page 12"": 1, ""page 13"": 8, ""page 14"": 4}}}","[{""field_name"": ""Core Body Temperature"", ""modality"": ""text"", ""locator"": ""page 6"", ""page"": 6, ""bbox"": null, ""snippet"": ""Maximum TC was significantly lower in the IBU/APAP condition compared to the CTRL condition (IBU/APAP 38.8±0.4°C versus CTRL 39.2±0.5°C; p=0.02)"", ""source_ref"": ""papers\\pdf\\10.1123_ijspp.2016-0382__60e1a4e580.pdf"", ""confidence"": 0.9}]",[],[]
record_3b741f309f05,paper_c614a40d430f,10.1123/ijspp.2016-0382,mixed,0.69,0.9,,IVPT,Franz diffusion cell,none,text_2,ibuprofen,,,,400mg,tablet,"[{""name"": ""Ibuprofen"", ""concentration_value"": null, ""concentration_unit"": """", ""basis"": """", ""raw"": ""400mg"", ""note"": """"}, {""name"": ""Acetaminophen"", ""concentration_value"": null, ""concentration_unit"": """", ""basis"": """", ""raw"": ""1000mg"", ""note"": """"}]",Jss,jss,0.3,°C/min,,,,,,,,pending,unknown,[],,,[],1,0,text,pdf,papers\pdf\10.1123_ijspp.2016-0382__60e1a4e580.pdf,[],"{""extractor_name"": ""text"", ""source_format"": ""pdf"", ""source_path"": ""papers\\pdf\\10.1123_ijspp.2016-0382__60e1a4e580.pdf"", ""source_pages"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14], ""route_label"": ""mixed"", ""route_notes"": """", ""artifact_paths"": [], ""metadata"": {""source_backend"": ""pdf_local"", ""locator_mode"": ""page"", ""anchor_locators"": [], ""selected_locators"": [""page 1"", ""page 2"", ""page 3"", ""page 4"", ""page 5"", ""page 6"", ""page 7"", ""page 8"", ""page 9"", ""page 10"", ""page 12"", ""page 13"", ""page 14""], ""table_hint"": """", ""score_debug"": {""page 1"": 5, ""page 2"": 3, ""page 3"": 8, ""page 4"": 6, ""page 5"": 8, ""page 6"": 8, ""page 7"": 2, ""page 8"": 9, ""page 9"": 2, ""page 10"": 3, ""page 12"": 1, ""page 13"": 8, ""page 14"": 4}}}","[{""field_name"": ""Delta TC"", ""modality"": ""text"", ""locator"": ""page 6"", ""page"": 6, ""bbox"": null, ""snippet"": ""A lower ΔTC was observed in the IBU/APAP condition versus the CTRL condition (IBU/APAP 1.7±0.3°C versus CTRL 2.0±0.5°C; p=0.042)"", ""source_ref"": ""papers\\pdf\\10.1123_ijspp.2016-0382__60e1a4e580.pdf"", ""confidence"": 0.9}]",[],[]
record_0c86a8a8bb55,paper_c6791af323cf,10.1523/jneurosci.5741-07.2008,text,0.5700000000000001,0.9,,IVPT,Franz diffusion cell,mouse skin,text_1,ibuprofen,,,,40 mg/kg,injection,"[{""name"": ""Ibuprofen"", ""concentration_value"": null, ""concentration_unit"": """", ""basis"": """", ""raw"": ""40 mg/kg"", ""note"": """"}]",Jss,jss,,%,,,,,,,,pending,unknown,[],,,[],1,0,text,html,http://www.jneurosci.org/cgi/content/full/28/51/13727,[],"{""extractor_name"": ""text"", ""source_format"": ""html"", ""source_path"": ""http://www.jneurosci.org/cgi/content/full/28/51/13727"", ""source_pages"": [], ""route_label"": ""text"", ""route_notes"": ""Study investigates the role of overexpressed TRPV3 ion channels in keratinocytes and their effects on pain sensitivity, mentioning ibuprofen as a cyclooxygenase inhibitor."", ""artifact_paths"": [], ""metadata"": {""source_backend"": ""html_remote"", ""locator_mode"": ""block"", ""anchor_locators"": [], ""selected_locators"": [""block 1"", ""block 2"", ""block 3"", ""block 4"", ""block 47"", ""block 48"", ""block 53"", ""block 64"", ""block 66"", ""block 79"", ""block 80"", ""block 81"", ""block 84"", ""block 87"", ""block 88"", ""block 89"", ""block 91"", ""block 92"", ""block 93"", ""block 94"", ""block 95"", ""block 194"", ""block 221"", ""block 236""], ""table_hint"": """", ""score_debug"": {""block 1"": 1, ""block 2"": 0, ""block 3"": 1, ""block 4"": 0, ""block 47"": 3, ""block 48"": 2, ""block 53"": 2, ""block 64"": 3, ""block 66"": 3, ""block 79"": 2, ""block 80"": 7, ""block 81"": 3, ""block 84"": 2, ""block 87"": 3, ""block 88"": 3, ""block 89"": 7, ""block 91"": 4, ""block 92"": 3, ""block 93"": 3, ""block 94"": 2, ""block 95"": 3, ""block 194"": 2, ""block 221"": 4, ""block 236"": 1}}}","[{""field_name"": ""Effect of ibuprofen in TRPV3-YFP mice"", ""modality"": ""text"", ""locator"": ""block 87"", ""page"": null, ""bbox"": null, ""snippet"": ""ibuprofen significantly increased the response latency of TRPV3 overexpressing mice."", ""source_ref"": ""http://www.jneurosci.org/cgi/content/full/28/51/13727"", ""confidence"": 0.9}]",[],[]
record_9ef995c91d9b,paper_c6791af323cf,10.1523/jneurosci.5741-07.2008,text,0.5700000000000001,0.85,,IVRT,Franz diffusion cell,mouse skin,text_2,ibuprofen,,,,40 mg/kg,injection,"[{""name"": ""Ibuprofen"", ""concentration_value"": null, ""concentration_unit"": """", ""basis"": """", ""raw"": ""40 mg/kg"", ""note"": """"}]",Q_final,percent,,%,,,,,,,,pending,unknown,[],,,[],1,0,text,html,http://www.jneurosci.org/cgi/content/full/28/51/13727,[],"{""extractor_name"": ""text"", ""source_format"": ""html"", ""source_path"": ""http://www.jneurosci.org/cgi/content/full/28/51/13727"", ""source_pages"": [], ""route_label"": ""text"", ""route_notes"": ""Study investigates the role of overexpressed TRPV3 ion channels in keratinocytes and their effects on pain sensitivity, mentioning ibuprofen as a cyclooxygenase inhibitor."", ""artifact_paths"": [], ""metadata"": {""source_backend"": ""html_remote"", ""locator_mode"": ""block"", ""anchor_locators"": [], ""selected_locators"": [""block 1"", ""block 2"", ""block 3"", ""block 4"", ""block 47"", ""block 48"", ""block 53"", ""block 64"", ""block 66"", ""block 79"", ""block 80"", ""block 81"", ""block 84"", ""block 87"", ""block 88"", ""block 89"", ""block 91"", ""block 92"", ""block 93"", ""block 94"", ""block 95"", ""block 194"", ""block 221"", ""block 236""], ""table_hint"": """", ""score_debug"": {""block 1"": 1, ""block 2"": 0, ""block 3"": 1, ""block 4"": 0, ""block 47"": 3, ""block 48"": 2, ""block 53"": 2, ""block 64"": 3, ""block 66"": 3, ""block 79"": 2, ""block 80"": 7, ""block 81"": 3, ""block 84"": 2, ""block 87"": 3, ""block 88"": 3, ""block 89"": 7, ""block 91"": 4, ""block 92"": 3, ""block 93"": 3, ""block 94"": 2, ""block 95"": 3, ""block 194"": 2, ""block 221"": 4, ""block 236"": 1}}}","[{""field_name"": ""COX inhibition effect"", ""modality"": ""text"", ""locator"": ""block 64"", ""page"": null, ""bbox"": null, ""snippet"": ""40 mg/kg ibuprofen or vehicle was injected intraperitoneally and paw withdrawal latencies monitored."", ""source_ref"": ""http://www.jneurosci.org/cgi/content/full/28/51/13727"", ""confidence"": 0.85}]",[],[]
