route,count,module,verification_status,scope_bucket,scope_tag,failure_code,patcher
figure,18,,,,,,
mixed,5,,,,,,
table,14,,,,,,
text,11,,,,,,
unresolved,484,,,,,,
,19,figure,,,,,
,53,table,,,,,
,13,text,,,,,
,41,,rejected,,,,
,31,,unresolved,,,,
,9,,verified,,,,
,4,,,out_of_scope,,,
,27,,,recoverable_unresolved,,,
,9,,,strict_in_scope,,,
,41,,,useful_but_out_of_scope,,,
,4,,,,non_target_api,,
,15,,,,recoverable_api_basis,,
,2,,,,recoverable_area,,
,19,,,,recoverable_support_gap,,
,27,,,,recoverable_unresolved,,
,12,,,,useful_api_concentration_out_of_scope,,
,41,,,,useful_but_out_of_scope,,
,37,,,,useful_device_out_of_scope,,
,2,,,,useful_endpoint_out_of_scope,,
,9,,,,useful_study_type_out_of_scope,,
,33,,,,,ambiguous_api_concentration,
,5,,,,,figure_digitization_failed,
,48,,,,,insufficient_evidence,
,1,,,,,missing_api_concentration,
,16,,,,,missing_area,
,12,,,,,missing_endpoint,
,6,,,,,missing_endpoint_time,
,4,,,,,not_target_api,
,14,,,,,not_target_api_concentration,
,40,,,,,not_target_device,
,9,,,,,not_target_study_type,
,3,,,,,percent_only,
,7,,,,,,patch_area
,11,,,,,,patch_endpoint_time
,25,,,,,,patch_endpoint_value
